,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
285,The New York Times,"""Instead of continually complaining about how much is being spent on health care with little to show for it, maybe… https://t.co/pehvdP6cAo",Mon May 28 18:38:01 +0000 2018,0.34,0.133,0.792,0.075
286,The New York Times,"Uber’s abrupt exit from Southeast Asia has left regulators, drivers, riders and employees feeling bruised and disre… https://t.co/lXITEJxip7",Mon May 28 18:21:06 +0000 2018,0.128,0.081,0.919,0.0
287,The New York Times,"""Sometimes even just thinking about an old memory of you makes me cry. I miss you so much. We all do."" — Veronica C… https://t.co/WlxsFTua0O",Mon May 28 18:06:42 +0000 2018,-0.5719,0.0,0.817,0.183
288,The New York Times,"""I only hope to make you proud &amp; continue to achieve the dreams you had for me."" — Haley Hartwick, 22.

What Memori… https://t.co/DuvcWmcPMX",Mon May 28 17:54:42 +0000 2018,0.8271,0.303,0.697,0.0
289,The New York Times,"""I wish you could see me play soccer. Mom gets to watch me. She says you have the best seat in the house from Heave… https://t.co/DkC6ETOrFk",Mon May 28 17:45:04 +0000 2018,0.8519,0.288,0.712,0.0
290,The New York Times,"Big banks pledged to stop lending so much to coal companies. Two years later, their lending has increased. https://t.co/3SrBHVmoxG",Mon May 28 17:30:47 +0000 2018,-0.0258,0.099,0.798,0.103
291,The New York Times,Pope Francis has shifted his focus on Catholicism's future to the global South from which he came https://t.co/55gbyNzfEn,Mon May 28 17:10:05 +0000 2018,0.0,0.0,1.0,0.0
292,The New York Times,What to cook this week https://t.co/BhElXUXYEY,Mon May 28 16:55:48 +0000 2018,0.0,0.0,1.0,0.0
293,The New York Times,"NYT restaurant critic @pete_wells ranked his 5 favorite fruits for crisps, crumbles, slumps or just plain eating https://t.co/VfDupRWznN",Mon May 28 16:38:04 +0000 2018,0.2263,0.149,0.746,0.104
294,The New York Times,"Both a culmination and a beginning, the release of Clairo’s debut EP marks a bizarre period of flux for the singer,… https://t.co/9gw7QMVj8x",Mon May 28 16:23:25 +0000 2018,-0.3182,0.0,0.887,0.113
295,The New York Times,A 22-year-old migrant from Mali living in France scaled 4 stories of a building to save a child hanging from a balc… https://t.co/Hpd6A57dH0,Mon May 28 16:07:01 +0000 2018,0.4939,0.158,0.842,0.0
296,The New York Times,"The NYT review of ""Solo: A Star Wars Story"" https://t.co/K8zO2d1KGn",Mon May 28 15:52:06 +0000 2018,-0.5574,0.0,0.69,0.31
297,The New York Times,The culture of silence and deference to religious authority that long dominated Ireland is gone https://t.co/jB7Pv4tUR0,Mon May 28 15:37:04 +0000 2018,0.0772,0.08,0.92,0.0
298,The New York Times,Why you should stop being so hard on yourself https://t.co/Y7tpyWth49,Mon May 28 15:22:04 +0000 2018,-0.4391,0.0,0.673,0.327
299,The New York Times,"After 8 years of budget cutting, Britain is looking less like the rest of Europe and more like the U.S., with a shr… https://t.co/YxQ5dgyIuf",Mon May 28 15:07:03 +0000 2018,0.443,0.177,0.763,0.06
300,Fox News,Chelsea Clinton: Trump 'Degrading What It Means to Be an American'  https://t.co/4v0IFxT5bj,Mon May 28 19:23:24 +0000 2018,-0.5859,0.0,0.743,0.257
301,Fox News,"RT @FoxNewsResearch: The ""National Moment of Remembrance Act,"" signed by President Clinton in December 2000, designates 3:00 p.m. local tim…",Mon May 28 19:17:19 +0000 2018,0.0,0.0,1.0,0.0
302,Fox News,".@GordonGChang: ""If [North Korea doesn't] have any money, they can't launch missiles, they can't detonate nukes and… https://t.co/z8tdenF8lv",Mon May 28 19:16:03 +0000 2018,0.0,0.0,1.0,0.0
303,Fox News,".@GordonGChang on North Korea summit: ""There is no deal right now that both sides would accept."" @ShepNewsTeam… https://t.co/XbyxYVBfv7",Mon May 28 19:12:02 +0000 2018,-0.296,0.0,0.885,0.115
304,Fox News,A rose and an American flag rest on top of a veterans gravestone to honor fallen soldiers at the Los Angeles Nation… https://t.co/FK9UlZgzRf,Mon May 28 19:06:16 +0000 2018,0.2023,0.191,0.649,0.16
305,Fox News,"Kara Lydy: ""[#MemorialDay is] more than cooking out and having fun. You know, just take a moment to realize the sac… https://t.co/X7hZF3rlI1",Mon May 28 19:02:59 +0000 2018,0.5106,0.142,0.858,0.0
306,Fox News,"The @EmpireStateBldg glows red, white and blue for #MemorialDay2018. https://t.co/3HEeT0zNLq",Mon May 28 18:56:38 +0000 2018,0.0,0.0,1.0,0.0
307,Fox News,.@FLOTUS tweeted a #MemorialDay message Monday. https://t.co/fDhaifwwNc,Mon May 28 18:47:46 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,"Texas cities lead list of those with largest population gains, census report says https://t.co/yr8V2gwt1p",Mon May 28 18:42:11 +0000 2018,0.34,0.156,0.844,0.0
309,Fox News,"Gary Gerstenfield: ""I think #DonaldTrump is biting at the bit to get in front of Mueller and to say what he wants t… https://t.co/u4dnPISLcb",Mon May 28 18:29:57 +0000 2018,0.0,0.0,1.0,0.0
310,Fox News,Veterans hired to make American-made products (via @FoxBusiness) https://t.co/q1pCc9DQm0,Mon May 28 18:23:02 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,Real-life 'Spiderman' who saved child dangling from balcony to become French citizen https://t.co/3SrLKaqFDW,Mon May 28 18:12:00 +0000 2018,0.4215,0.189,0.811,0.0
312,Fox News,".@dagenmcdowell: ""Congress isn't doing anything on the Republican side. President Trump has every right to be angry… https://t.co/cLqv0lipwX",Mon May 28 18:02:19 +0000 2018,0.0,0.0,1.0,0.0
313,Fox News,".@Johnny_Joey: ""Every illegal immigrant in this country today, that's law-abiding, should be championing the wall,… https://t.co/Z6Ir6yh2yn",Mon May 28 17:50:23 +0000 2018,-0.2023,0.137,0.686,0.176
314,Fox News,"EU proposes to ban plastic straws, stirs, and cotton buds https://t.co/Y2uhxdN2zA",Mon May 28 17:45:00 +0000 2018,-0.5574,0.0,0.735,0.265
315,Fox News,Florida woman frantically warns other motorist her SUV is on fire https://t.co/v73BHaRSgZ,Mon May 28 17:38:00 +0000 2018,-0.6369,0.0,0.592,0.408
316,Fox News,Poland seeks permanent US troop presence to deter Russia https://t.co/HyHcJ3AlWR,Mon May 28 17:30:49 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"On #MemorialDay, @POTUS made remarks at @ArlingtonNatl and placed a wreath at the Tomb of the Unknown Soldier.… https://t.co/lyK8DTAgSk",Mon May 28 17:14:17 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,WATCH: Annual #MemorialDay observance at the Vietnam Veterans Memorial to remember and honor those who served in th… https://t.co/sJ9waVo8MO,Mon May 28 17:03:42 +0000 2018,0.4939,0.151,0.849,0.0
319,Fox News,Teacher arrested after texting threat of mass shooting at Las Vegas concert https://t.co/vtodGw92Sx,Mon May 28 16:55:00 +0000 2018,-0.7579,0.0,0.629,0.371
320,CNN,"President Trump is speaking at a Memorial Day ceremony at Arlington National Cemetery https://t.co/4slygguQA9

Watc… https://t.co/HD9k4bXvME",Mon May 28 15:48:06 +0000 2018,0.0,0.0,1.0,0.0
321,CNN,This is what it's like to surf near the Korean Demilitarized Zone https://t.co/8yu12Jk0Uv https://t.co/ImyQitjVVz,Mon May 28 15:39:00 +0000 2018,0.3612,0.161,0.839,0.0
322,CNN,President Trump lays a wreath at the Tomb of the Unknown Soldier in Arlington National Cemetery… https://t.co/N3DOTGK3rI,Mon May 28 15:28:19 +0000 2018,0.0,0.0,1.0,0.0
323,CNN,President Trump is participating in a wreath-laying ceremony at Arlington National Cemetery https://t.co/CqjSmOZ8qi… https://t.co/QJ1bTR4lYo,Mon May 28 15:18:04 +0000 2018,0.0,0.0,1.0,0.0
324,CNN,Why your dental work might not always be covered by your health insurance https://t.co/kCuwFgw6x9,Mon May 28 15:08:50 +0000 2018,0.0,0.0,1.0,0.0
325,CNN,Millennials born in the 1980s may never recover from the Great Recession https://t.co/KhZETDFmIW https://t.co/unLKr3GZha,Mon May 28 14:55:13 +0000 2018,0.3182,0.217,0.635,0.148
326,CNN,Take one of the first rides on Crossrail — London's new subway line. The $20 billion underground rail service has b… https://t.co/ABJ6uzGyYI,Mon May 28 14:41:03 +0000 2018,0.0,0.0,1.0,0.0
327,CNN,"A drunk man attacked 'Ivan the Terrible,' one of Russia's most famous paintings with a pole, badly damaging the art… https://t.co/XjYAMyi2nK",Mon May 28 14:20:06 +0000 2018,-0.8957,0.0,0.56,0.44
328,CNN,"A pair of mysterious pop-up super PACs, one with Republican roots and another tied to Democrats, spent more than $3… https://t.co/8umKiiOuAV",Mon May 28 14:09:22 +0000 2018,0.5994,0.17,0.83,0.0
329,CNN,"Can you BBQ ribs without a backyard? We tested three grilling gadgets that promise a ""smoked flavor"" without an act… https://t.co/hskX44xmgM",Mon May 28 13:55:27 +0000 2018,0.3182,0.113,0.887,0.0
330,CNN,The historic result in Ireland's referendum on abortion has piled pressure on UK Prime Minister Theresa May to refo… https://t.co/5qGWVrnHma,Mon May 28 13:45:07 +0000 2018,-0.296,0.0,0.896,0.104
331,CNN,Misty Copeland is the first female African-American principal dancer in the American Ballet Theatre. She says partn… https://t.co/K85zqwMe1E,Mon May 28 13:34:00 +0000 2018,0.0,0.0,1.0,0.0
332,CNN,South Africa names first black rugby captain in 127-year Test history https://t.co/mNfB9ubS3k https://t.co/EJsHBvuD0h,Mon May 28 13:23:13 +0000 2018,0.0,0.0,1.0,0.0
333,CNN,Iraq War veteran Pat Ryan is running for Congress. He’s calling for an assault weapons ban: “The weapons that I car… https://t.co/xT5efOmGPN,Mon May 28 13:10:23 +0000 2018,-0.9524,0.0,0.483,0.517
334,CNN,"More than 645,000 poppy flowers were part of a 133-foot long temporary monument wall erected at the National Mall t… https://t.co/mTDyF84EFJ",Mon May 28 13:00:07 +0000 2018,0.0,0.0,1.0,0.0
335,CNN,"This 6th-grade teacher once wrote ""invite me to your Harvard graduation!"" on a student's report card. More than 20… https://t.co/iasIY9y5gh",Mon May 28 12:50:00 +0000 2018,0.2244,0.095,0.905,0.0
336,CNN,"A wet and sloppy Memorial Day is in store for millions of people in Alabama, Florida and Georgia as Subtropical Sto… https://t.co/jThf9cuCg7",Mon May 28 12:39:20 +0000 2018,0.0,0.0,1.0,0.0
337,CNN,"During a routine traffic stop, Nebraska State Patrol found nearly 120 pounds of the drug fentanyl — enough to kill… https://t.co/kQMCMqP55T",Mon May 28 12:26:21 +0000 2018,-0.296,0.0,0.891,0.109
338,CNN,A transgender woman was killed and three others seriously injured when they were attacked by a mob of angry locals… https://t.co/248RhAt7BM,Mon May 28 12:02:01 +0000 2018,-0.9349,0.0,0.479,0.521
339,CNN,"Flash floods ripped through Ellicott City, Maryland, on Sunday, toppling buildings and upending cars, as the nearby… https://t.co/olS4tkLSQO",Mon May 28 11:48:40 +0000 2018,0.0,0.0,1.0,0.0
340,BBC News (World),How the US and Rwanda have fallen out over second-hand clothes https://t.co/o5QFhszlIx,Mon May 28 01:01:27 +0000 2018,-0.3612,0.0,0.815,0.185
341,BBC News (World),A war of nerves between Pakistan's military and Sharif https://t.co/EvWAiqIq7K,Mon May 28 00:56:42 +0000 2018,-0.6486,0.0,0.569,0.431
342,BBC News (World),Mamoudou Gassama: Mali 'spiderman' stuns France with Paris child rescue https://t.co/ec1Qftrgk4,Mon May 28 00:08:16 +0000 2018,0.5267,0.328,0.672,0.0
343,BBC News (World),Monica Lewinsky and Stormy Daniels: Political scandals across two eras https://t.co/3tqhUPHYTG,Sun May 27 23:42:45 +0000 2018,-0.4939,0.0,0.758,0.242
344,BBC News (World),MS-13: Inside the secret world of Central America's brutal gang https://t.co/mHg82pjdqb,Sun May 27 23:29:00 +0000 2018,-0.6249,0.0,0.709,0.291
345,BBC News (World),World Cup 2018: Being black in Russia https://t.co/tQABIyQcAa,Sun May 27 23:08:32 +0000 2018,0.0,0.0,1.0,0.0
346,BBC News (World),Italy's Conte gives up bid for government https://t.co/JOUufdHHB4,Sun May 27 18:17:05 +0000 2018,0.0,0.0,1.0,0.0
347,BBC News (World),US and North Korea preparing Trump-Kim summit https://t.co/4WE7Jvx9Y0,Sun May 27 18:07:45 +0000 2018,0.0,0.0,1.0,0.0
348,BBC News (World),RT @BBCSteveR: I remember a year ago Russian newspapers were calling Macron a “psychopath” with “bulging fish eyes”. Tonight Russian state…,Sun May 27 17:06:47 +0000 2018,0.0,0.0,1.0,0.0
349,BBC News (World),Thousands of visitors were evacuated after a huge fire broke out at Germany's largest theme park… https://t.co/NEtUOyg4wB,Sun May 27 16:16:14 +0000 2018,-0.4404,0.112,0.634,0.254
350,BBC News (World),Berlin far-right supporters outnumbered by counter-protest https://t.co/miHCy4lCZq,Sun May 27 15:55:08 +0000 2018,0.4404,0.326,0.674,0.0
351,BBC News (World),Aerial pictures show how lava from Hawaii's Kilauea volcano has now destroyed dozens of homes 🌋… https://t.co/EGOP1SF2w5,Sun May 27 15:27:46 +0000 2018,-0.4939,0.0,0.833,0.167
352,BBC News (World),Huge fire at Germany's largest theme park https://t.co/RZawewFhU6,Sun May 27 14:14:42 +0000 2018,-0.0258,0.215,0.561,0.224
353,BBC News (World),Colombia votes in first presidential poll since Farc deal https://t.co/3Fy5PMJB6k,Sun May 27 13:39:43 +0000 2018,0.0,0.0,1.0,0.0
354,BBC News (World),Bangladesh anti-drug operation leads to dozens of deaths https://t.co/cNNF58YwjP,Sun May 27 13:06:23 +0000 2018,0.0,0.0,1.0,0.0
355,BBC News (World),"RT @BBCNews: ⚡ Stunning lightning flashes across the night sky as #thunderstorms sweep across southern Britain ⚡

https://t.co/ipht8zLX37 h…",Sun May 27 11:33:52 +0000 2018,0.3818,0.14,0.86,0.0
356,BBC News (World),Syria war: Russians killed in militant raid in Deir al-Zour https://t.co/PUL5im6Zqb,Sun May 27 10:48:16 +0000 2018,-0.8555,0.0,0.517,0.483
357,BBC News (World),"RT @BBCNews: ""For all women in Ireland it is just momentous""

How people on the streets of Ireland reacted to an overwhelming vote in favou…",Sun May 27 08:20:37 +0000 2018,0.0,0.0,1.0,0.0
358,BBC News (World),Irish abortion referendum: How it all unfolded https://t.co/xpeQ2I09pP,Sun May 27 07:49:07 +0000 2018,0.0,0.0,1.0,0.0
359,BBC News (World),Nicaragua unrest: Thousands join renewed anti-government rallies https://t.co/1pPbZXE8Wy,Sun May 27 04:44:29 +0000 2018,0.296,0.239,0.761,0.0
360,CBS News,"Giuliani said that if Mueller's investigators seek a court order to compel the president to testify, President Trum… https://t.co/StVWLEg6s6",Mon May 28 16:00:51 +0000 2018,0.0,0.0,1.0,0.0
361,CBS News,"“To every parent who weeps for a child, to every child who mourns for a parent and to every husband or wife whose h… https://t.co/G2PaXb2Mir",Mon May 28 15:58:59 +0000 2018,-0.7003,0.0,0.784,0.216
362,CBS News,"President Trump honors WWII veteran Sen. Bob Dole and Navy veteran Ray Chavez, who is 106 years old and the oldest… https://t.co/1tcnr3YZdC",Mon May 28 15:56:31 +0000 2018,0.5106,0.136,0.864,0.0
363,CBS News,HAPPENING NOW: President Trump gives speech honoring America's fallen heroes during a Memorial Day ceremony in Arli… https://t.co/UPBG7bQH26,Mon May 28 15:51:21 +0000 2018,0.6249,0.286,0.606,0.108
364,CBS News,HAPPENING NOW: Secretary of Defense Gen. James Mattis gives remarks at the Memorial Day Ceremony in Arlington Natio… https://t.co/HhQo2PHhjN,Mon May 28 15:47:35 +0000 2018,0.128,0.077,0.923,0.0
365,CBS News,SOON: President Trump delivers Memorial Day speech https://t.co/z2FP53md3A https://t.co/e9jG82FazO,Mon May 28 15:42:15 +0000 2018,0.0,0.0,1.0,0.0
366,CBS News,Florida teacher explains why he drowned raccoons in front of students https://t.co/61MlIhYk2y https://t.co/cKtRwfNjX5,Mon May 28 15:40:35 +0000 2018,-0.5994,0.0,0.755,0.245
367,CBS News,"Walking in heels can be a difficult feat in and of itself. But these three women just did it on a tightrope, more t… https://t.co/4XyZQS4FjW",Mon May 28 15:23:01 +0000 2018,-0.3612,0.0,0.898,0.102
368,CBS News,"President Trump is at Arlington National Cemetery to lay a wreath at the Tom of the Unknown Soldier, and later deli… https://t.co/JZpNDHAV0s",Mon May 28 15:21:52 +0000 2018,0.0,0.0,1.0,0.0
369,CBS News,Police launch probe after video shows officer punching woman on N.J. beach https://t.co/XKWNQ9AQdw https://t.co/HcecVVt0pN,Mon May 28 15:20:58 +0000 2018,0.0,0.0,1.0,0.0
370,CBS News,WATCH: President Trump honors fallen soldiers on Memorial Day at Arlington National Cemetery https://t.co/z2FP53md3A https://t.co/GbyFRYMfVY,Mon May 28 15:19:43 +0000 2018,0.2023,0.176,0.691,0.133
371,CBS News,SOON: President Trump participates in Memorial Day ceremony at Arlington National Cemetery -- follow here for live… https://t.co/5R9kBTCUiS,Mon May 28 15:12:17 +0000 2018,0.0,0.0,1.0,0.0
372,CBS News,"Valedictorian barred from giving high school graduation speech, delivers it outside through megaphone instead… https://t.co/3pwcsMg5Oz",Mon May 28 14:40:45 +0000 2018,0.34,0.146,0.854,0.0
373,CBS News,U.S. team in N. Korea raises expectations of a Trump-Kim summit https://t.co/Y4V3c1hBGO https://t.co/eyqmS9SwZd,Mon May 28 14:20:39 +0000 2018,0.0,0.0,1.0,0.0
374,CBS News,"WATCH: Raging floodwaters sweep away cars in this historic Maryland town, which had been recovering from a similar… https://t.co/TJ7bI3BWZN",Mon May 28 14:01:33 +0000 2018,-0.5267,0.0,0.833,0.167
375,CBS News,Want lunch with Warren Buffett? Auction opens for bidding https://t.co/q6yenDtf11 https://t.co/e1pi1rmXcA,Mon May 28 13:40:54 +0000 2018,0.0772,0.115,0.885,0.0
376,CBS News,"It's not every day you see this: a dog on a roof, unable to get down. When a firefighter showed up to save the dog,… https://t.co/q9w1Fa9hoB",Mon May 28 13:21:31 +0000 2018,0.4939,0.127,0.873,0.0
377,CBS News,WATCH: Hero teacher speaks for the first time since tackling student gunman at Indiana middle school… https://t.co/6Cr5avJh7W,Mon May 28 13:11:32 +0000 2018,0.5574,0.184,0.816,0.0
378,CBS News,"San Francisco may ban flavored vaping liquids, menthols https://t.co/a13awy8Hku https://t.co/7YaJrgW527",Mon May 28 13:00:35 +0000 2018,-0.5574,0.0,0.714,0.286
379,CBS News,RT @CBSThisMorning: We have sad news to share about a former CBS News colleague. Longtime radio correspondent Bob Fuss has died from a rare…,Mon May 28 12:48:29 +0000 2018,-0.6705,0.079,0.681,0.24
380,The New York Times,"RT @poniewozik: I reviewed the nostalgia-laden new Arrested Development, which got me thinking--again--about the TV revival glut: https://t…",Mon May 28 14:52:04 +0000 2018,-0.4767,0.0,0.838,0.162
381,The New York Times,RT @adamliptak: Judges appointed by Republican presidents give longer sentences to black defendants and shorter ones to women than judges a…,Mon May 28 14:42:04 +0000 2018,0.0516,0.057,0.943,0.0
382,The New York Times,The U.S. Army wants to preserve space in Arlington National Cemetery by tightening rules for who may be buried there https://t.co/8N44owzAMl,Mon May 28 14:27:04 +0000 2018,0.0,0.0,1.0,0.0
383,The New York Times,“Having a floating home used to be something only for vacationers or the uber-wealthy. Now more people are realizin… https://t.co/TOSFxCJJmK,Mon May 28 14:12:06 +0000 2018,0.0,0.0,1.0,0.0
384,The New York Times,What Memorial Day means to military children who have lost a parent https://t.co/Bivlhm2dNt,Mon May 28 13:55:03 +0000 2018,-0.3182,0.0,0.827,0.173
385,The New York Times,"The FBI’s official guidance for protecting your internet router: Turn it off, then turn it back on again https://t.co/gIZtVVaMgR",Mon May 28 13:40:06 +0000 2018,0.0,0.0,1.0,0.0
386,The New York Times,"Franklin Graham, Billy Graham’s son, is preaching faith-based politics across California, a battleground state with… https://t.co/jlx3s3V4Yu",Mon May 28 13:25:04 +0000 2018,-0.4019,0.0,0.838,0.162
387,The New York Times,"RT @nytopinion: To speak out against powerful bosses in general is a risk. But in the food world, especially in the world of fine dining, b…",Mon May 28 13:10:03 +0000 2018,0.3612,0.16,0.767,0.073
388,The New York Times,"Who benefits the most when a company is successful: its shareholders or its employees? Behold, the Marx Ratio. https://t.co/DRG4ltv5tW",Mon May 28 12:41:42 +0000 2018,0.7506,0.286,0.714,0.0
389,The New York Times,"On Friday, Manhattan's district attorney, Cyrus Vance, brought charges of rape and criminal sexual acts against Har… https://t.co/w20ueAdNiC",Mon May 28 12:24:05 +0000 2018,-0.8807,0.0,0.595,0.405
390,The New York Times,"Review: ‘Arrested Development’ Chases Its Past, Slowly https://t.co/RVUfkSIS8H",Mon May 28 12:11:34 +0000 2018,0.0,0.0,1.0,0.0
391,The New York Times,"""In our little world of down and across, we appreciated each other not in spite of our differences, but because of… https://t.co/YoH86meeMk",Mon May 28 11:51:27 +0000 2018,0.4657,0.168,0.832,0.0
392,The New York Times,"When 17-year-old Avalon Hester heard about “Overlooked,” The New York Times series on groundbreaking women who did… https://t.co/cbmfU1TNr3",Mon May 28 11:34:04 +0000 2018,0.0,0.0,1.0,0.0
393,The New York Times,Because knowledge is power: An in-depth guide to doing your laundry https://t.co/Ghq1OYYb4i,Mon May 28 11:17:19 +0000 2018,0.0,0.0,1.0,0.0
394,The New York Times,"20 years ago, she crisscrossed the U.S. shooting Huckleberry Finn-meets-riot grrrl vignettes https://t.co/a9W1BLVkhf",Mon May 28 10:59:52 +0000 2018,0.0,0.0,1.0,0.0
395,The New York Times,40 Years of Chronicling the Unnoticed https://t.co/Ic7o7rsE3i,Mon May 28 10:43:41 +0000 2018,0.0,0.0,1.0,0.0
396,The New York Times,Are you Team Corn or Team Tomato? https://t.co/JAyZnseAdi,Mon May 28 10:43:22 +0000 2018,0.0,0.0,1.0,0.0
397,The New York Times,"Even if the technology can bring back the northern white rhinoceros, should we do it? https://t.co/28NqPR5FPA",Mon May 28 10:26:57 +0000 2018,0.0,0.0,1.0,0.0
398,The New York Times,"A team of U.S. officials went into North Korea, seeking detailed commitments from Kim Jong-un about his regime’s wi… https://t.co/gjjAl0U1Vp",Mon May 28 10:10:02 +0000 2018,0.128,0.077,0.923,0.0
399,The New York Times,20 wines under $20: Because summer wine season is approaching https://t.co/0crHFRCWIa,Mon May 28 09:46:32 +0000 2018,0.0,0.0,1.0,0.0
400,Fox News,Flag's cross-country journey raises funds for children of fallen heroes https://t.co/Pmnwnm2TIK,Mon May 28 16:49:00 +0000 2018,0.2023,0.223,0.608,0.169
401,Fox News,Radio Host: We Can Honor Memorial Day By 'Resisting Trump's Attacks on Democracy' @foxandfriends https://t.co/rNfOPter0C,Mon May 28 16:44:00 +0000 2018,0.0772,0.168,0.681,0.152
402,Fox News,"'God, Country &amp; Golf': Charity Raises Millions for Families of Fallen Heroes  @foxandfriends https://t.co/IXmdr1mA1K",Mon May 28 16:38:00 +0000 2018,0.5574,0.311,0.561,0.128
403,Fox News,".@POTUS: ""[Our fallen heroes] provided the best example of courage, virtue and valor the world will ever know.""… https://t.co/5woMQPsNZq",Mon May 28 16:29:31 +0000 2018,0.8271,0.368,0.542,0.09
404,Fox News,".@POTUS: ""Today we also remember the more than 82,000 American service men and women who remain missing from wars a… https://t.co/PTx9sDy3fW",Mon May 28 16:26:20 +0000 2018,-0.7003,0.0,0.766,0.234
405,Fox News,'We Will Never Forget Our Heroes': @POTUS Praises Gold Star Families at @ArlingtonNatl https://t.co/PRjOE8ZMPH,Mon May 28 16:24:29 +0000 2018,0.3612,0.197,0.694,0.11
406,Fox News,".@POTUS recognizes fallen @USMC Lt. Col. David Greene: ""For him it was never about rank or title. Like all of his f… https://t.co/ovrxj0EV9l",Mon May 28 16:17:16 +0000 2018,0.0,0.096,0.808,0.096
407,Fox News,".@POTUS: ""Today our whole country thanks you, embraces you, and pledges to you: We will never forget our heroes.""… https://t.co/XzeljD6cxd",Mon May 28 16:05:43 +0000 2018,0.5523,0.202,0.798,0.0
408,Fox News,".@POTUS: ""We're joined today by the families of American heroes who made the ultimate sacrifice. We cannot imagine… https://t.co/cMkHxuVDGD",Mon May 28 16:05:24 +0000 2018,0.5106,0.155,0.845,0.0
409,Fox News,".@POTUS: ""We gather here on the sacred soil of @ArlingtonNatl to honor the lives and deeds of America's greatest he… https://t.co/RwPN26H9oj",Mon May 28 15:53:56 +0000 2018,0.8126,0.28,0.72,0.0
410,Fox News,.@POTUS makes #MemorialDay remarks at @ArlingtonNatl after laying a wreath at the Tomb of the Unknown Soldier. https://t.co/YHSzXKi8wh,Mon May 28 15:46:51 +0000 2018,0.0,0.0,1.0,0.0
411,Fox News,WATCH: On #MemorialDay @POTUS laid a wreath at the Tomb of the Unknown Solider in @ArlingtonNatl. https://t.co/uxfRhk0QLc,Mon May 28 15:43:16 +0000 2018,0.0,0.0,1.0,0.0
412,Fox News,"""Their duty was to serve. Our duty is to remember. God bless our fallen heroes and their families."" @VP tweeted a… https://t.co/mNuqAAPe1g",Mon May 28 15:37:14 +0000 2018,0.6908,0.286,0.627,0.087
413,Fox News,"""The history of Memorial Day and the Tomb of the Unknowns is really intertwined with our nation's complicated histo… https://t.co/8jp2ra7UC8",Mon May 28 15:13:01 +0000 2018,0.0,0.0,1.0,0.0
414,Fox News,.@POTUS lays a wreath at the Tomb of the Unknown Solider in @ArlingtonNatl this #MemorialDay. https://t.co/jceJiZdeDE,Mon May 28 14:57:41 +0000 2018,0.0,0.0,1.0,0.0
415,Fox News,"Little Caesars employee shoots, kills attacker wearing clown mask, police say https://t.co/MlXjWObd2R",Mon May 28 14:52:00 +0000 2018,-0.802,0.0,0.581,0.419
416,Fox News,"Volunteers have planted 10,000 flags at a University of Phoenix campus in Arizona this #MemorialDay to honor ""those… https://t.co/HIdBQ2AFWM",Mon May 28 14:46:00 +0000 2018,0.4939,0.158,0.842,0.0
417,Fox News,Indiana teacher who tackled school shooter says it was 'only acceptable' act to save students https://t.co/S3SWn8lcTI,Mon May 28 14:39:16 +0000 2018,0.6705,0.282,0.718,0.0
418,Fox News,Mexican authorities arrest wife of feared drug kingpin  https://t.co/2zNdK871Z7,Mon May 28 14:27:54 +0000 2018,-0.6808,0.0,0.556,0.444
419,Fox News,"RT @EricShawnTV: On this day we honor the fallen. I especially think of Marty Clabaugh and Fred Catrone, #KIA on my Dad’s B-24 on
 April 12…",Mon May 28 14:24:07 +0000 2018,0.1779,0.111,0.801,0.087
420,CNN,The world's largest known freshwater pearl is going on sale at a public auction in the Netherlands next week… https://t.co/zwcEo42pk1,Mon May 28 11:44:46 +0000 2018,0.0,0.0,1.0,0.0
421,CNN,A high school football player who takes cannabis oil to prevent his seizures has been ruled ineligible to play in c… https://t.co/7F1PIti8qJ,Mon May 28 11:21:48 +0000 2018,0.3612,0.156,0.844,0.0
422,CNN,"Subtropical Storm Alberto is disrupting plans for Memorial Day barbecues and beach outings in Alabama, Florida and… https://t.co/cMkLkvwkyq",Mon May 28 11:07:22 +0000 2018,0.0,0.0,1.0,0.0
423,CNN,"South Korean boy band @BTS_twt has become the first K-pop group to top the US Billboard 200 chart, with the debut o… https://t.co/HSLJnBCq0v",Mon May 28 10:40:05 +0000 2018,0.2023,0.076,0.924,0.0
424,CNN,Why your dental work might not always be covered by your health insurance https://t.co/RgloIi4Pwm,Mon May 28 10:30:18 +0000 2018,0.0,0.0,1.0,0.0
425,CNN,Former President George H.W. Bush was taken to a hospital in Maine on Sunday after experiencing low blood pressure… https://t.co/e20fAdwIhr,Mon May 28 10:24:51 +0000 2018,-0.2732,0.0,0.896,0.104
426,CNN,A young Malian migrant who rescued a child dangling from a balcony will be made a French citizen and has been offer… https://t.co/Q1ybQGqF1h,Mon May 28 10:04:16 +0000 2018,0.4215,0.135,0.865,0.0
427,CNN,"In 1997, a 6th-grade teacher wrote ""Invite me to your Harvard graduation!"" on a student's report card. Twenty-one y… https://t.co/bIVRznQfgH",Mon May 28 10:00:14 +0000 2018,0.2244,0.1,0.9,0.0
