,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
140,BBC News (World),'I want to produce the world's best cannabis' https://t.co/jRTHot3cbA,Mon May 28 23:34:13 +0000 2018,0.6705,0.44,0.56,0.0
141,BBC News (World),South African 'world's oldest man' wants to stop smoking https://t.co/GPE3btX8YB,Mon May 28 23:34:13 +0000 2018,-0.296,0.0,0.804,0.196
142,BBC News (World),Meet the Kenyan priest rapping about religion https://t.co/TMQedoJ7pg,Mon May 28 23:24:30 +0000 2018,0.0,0.0,1.0,0.0
143,BBC News (World),Police filmed punching woman in New Jersey beach arrest https://t.co/GDLaUDAyOR,Mon May 28 22:22:41 +0000 2018,-0.34,0.0,0.789,0.211
144,BBC News (World),Police officer filmed punching woman on New Jersey beach https://t.co/rjpPQNxM5m,Mon May 28 21:31:04 +0000 2018,0.0,0.0,1.0,0.0
145,BBC News (World),US child migrants: Ivanka's mother and child photo sparks backlash https://t.co/scoTSI0m5a,Mon May 28 18:05:57 +0000 2018,0.0,0.0,1.0,0.0
146,BBC News (World),Roman Abramovich 'eligible to become Israeli citizen' https://t.co/anPHXLoAwS,Mon May 28 17:58:54 +0000 2018,0.0,0.0,1.0,0.0
147,BBC News (World),Solo Star Wars film underwhelms at box office https://t.co/uuoBdGcLSw,Mon May 28 17:03:33 +0000 2018,-0.5574,0.0,0.69,0.31
148,BBC News (World),The mysterious musician who wears a mask... do you know who's behind it? 🤔 https://t.co/0Hy8iNhjJN,Mon May 28 16:49:03 +0000 2018,0.0,0.0,1.0,0.0
149,BBC News (World),"Serge Dassault, French billionaire entrepreneur, dies at 93 https://t.co/3r0d0m9U5j",Mon May 28 16:40:19 +0000 2018,0.0,0.0,1.0,0.0
150,BBC News (World),Austria unveils plan to cut benefits for immigrants https://t.co/BPlM0865ZY,Mon May 28 15:40:08 +0000 2018,0.128,0.222,0.598,0.179
151,BBC News (World),China Mao impersonator at blockchain conference causes furore https://t.co/wbVGO8ZPry,Mon May 28 15:14:21 +0000 2018,0.0,0.0,1.0,0.0
152,BBC News (World),One million French smokers quit in a year amid anti-smoking measures https://t.co/dI1DLjeT4l,Mon May 28 14:41:53 +0000 2018,0.0,0.0,1.0,0.0
153,BBC News (World),"RT @BBCIndia: A new expose claims to strike at a key pillar of Indian democracy - the freedom of the press @BBCJustinR 

https://t.co/OmbUq…",Mon May 28 14:36:16 +0000 2018,0.4767,0.173,0.7,0.128
154,BBC News (World),Mamoudou Gassama: Migration in the genes of Malians https://t.co/DqN7Fdjoqq,Mon May 28 14:32:36 +0000 2018,0.0,0.0,1.0,0.0
155,BBC News (World),Head of Kenya youth agency arrested in $78m corruption scandal https://t.co/R4bcYKsJh2,Mon May 28 14:11:40 +0000 2018,-0.7184,0.0,0.6,0.4
156,BBC News (World),S Africa name first black rugby Test captain https://t.co/M4EHdFLYw9,Mon May 28 13:32:18 +0000 2018,0.0,0.0,1.0,0.0
157,BBC News (World),High heels raise the odds in China slacklining contest https://t.co/GHgObrQFVm,Mon May 28 12:40:29 +0000 2018,0.0,0.0,1.0,0.0
158,BBC News (World),EU proposes ban on straws and other single-use plastics https://t.co/lozcdrr9EZ,Mon May 28 11:58:54 +0000 2018,-0.5574,0.0,0.714,0.286
159,BBC News (World),Carlo Cottarelli: Italy president names stop-gap PM https://t.co/MpAsEYobjp,Mon May 28 11:13:15 +0000 2018,0.0,0.0,1.0,0.0
160,CBS News,Investigators in Austin say advancements in DNA technology has led to the indictment of a 64-year-old man in the 19… https://t.co/hnkdh0T1MH,Tue May 29 00:09:44 +0000 2018,0.0,0.0,1.0,0.0
161,CBS News,Efforts appear underway to get summit with North Korea back on https://t.co/2A1xPG3Me0 https://t.co/lC4itRK86S,Mon May 28 23:49:44 +0000 2018,0.0,0.0,1.0,0.0
162,CBS News,Trump lawyer and former New York City mayor Rudy Giuliani booed at Yankee Stadium on his 74th birthday… https://t.co/gDn1CjDAqp,Mon May 28 23:29:43 +0000 2018,0.0,0.0,1.0,0.0
163,CBS News,"Bradley Kasal, Marine immortalized in powerful photo, retires after 34 years https://t.co/vDu1D4xZ1g https://t.co/v1i3Rg82Vt",Mon May 28 23:05:50 +0000 2018,0.4215,0.189,0.811,0.0
164,CBS News,"Longtime CBS Capitol hill correspondent Bob Fuss died of leukemia. He covered Congress for us for 17 years, includi… https://t.co/TSZ7YCti7e",Mon May 28 23:02:03 +0000 2018,-0.5574,0.0,0.841,0.159
165,CBS News,It was 50 years ago next week that Senator Robert Kennedy was assassinated in Los Angeles as he was running for the… https://t.co/YytS6qUfYq,Mon May 28 22:59:11 +0000 2018,0.0,0.0,1.0,0.0
166,CBS News,The forecast is looking a bit brighter for a summit next month between President Trump and North Korean Leader Kim… https://t.co/6lkHfP71d0,Mon May 28 22:56:45 +0000 2018,0.3818,0.126,0.874,0.0
167,CBS News,A 22-year-old migrant from Mali scaled the outside of a building without any equipment to rescue a young child in P… https://t.co/K03H2EGXaX,Mon May 28 22:52:35 +0000 2018,0.5106,0.155,0.845,0.0
168,CBS News,"Former President George H.W. Bush, a decorated war hero himself, is spending Memorial Day in a hospital in Maine. C… https://t.co/VrcJtADXMJ",Mon May 28 22:49:01 +0000 2018,-0.0772,0.147,0.694,0.159
169,CBS News,Subtropical Storm Alberto made landfall on Laguna Beach. Storm surge and tropical storm warnings are up in Alabama… https://t.co/mRpJQgIlVD,Mon May 28 22:44:00 +0000 2018,-0.296,0.0,0.891,0.109
170,CBS News,The search is on for an Air Force veteran who went missing last night in the devastating flash flood in Ellicott Ci… https://t.co/1lh6zebgs6,Mon May 28 22:37:37 +0000 2018,-0.7579,0.0,0.764,0.236
171,CBS News,"Subtropical Storm Alberto made landfall on Laguna Beach, Florida, bringing threats of heavy rain and flash floods… https://t.co/ABfV9RxJsV",Mon May 28 22:04:56 +0000 2018,-0.4215,0.0,0.859,0.141
172,CBS News,Woman going through withdrawal dies at New Orleans jail https://t.co/twK4YvKNIS https://t.co/esnoxYd4jI,Mon May 28 21:40:54 +0000 2018,0.0258,0.099,0.901,0.0
173,CBS News,"Starbucks, trying to put to rest an outcry over the arrest of two black men at one of its stores, is closing more t… https://t.co/OS0aDBLgV0",Mon May 28 21:20:55 +0000 2018,-0.6908,0.0,0.801,0.199
174,CBS News,"The White House says President Trump and Japanese Prime Minister Shinzo Abe plan to meet in advance of the ""expecte… https://t.co/AoeNqnt1PM",Mon May 28 21:00:37 +0000 2018,0.0,0.0,1.0,0.0
175,CBS News,A worker at a Florida Little Ceasars pizza shop shot and killed a man in a clown mask who attacked him with a woode… https://t.co/fpoA25fZlJ,Mon May 28 20:40:39 +0000 2018,-0.8176,0.0,0.706,0.294
176,CBS News,"New Zealand plans to kill 150,000 cows in effort to eradicate disease https://t.co/V2tVgHGBqe https://t.co/V97Hawwp9K",Mon May 28 20:20:57 +0000 2018,-0.6908,0.0,0.734,0.266
177,CBS News,"“I deeply care for my students and their well-being, that's why I did what I did that day,” says Jason Seaman, the… https://t.co/vK6c4E3xEO",Mon May 28 20:00:01 +0000 2018,0.5413,0.149,0.851,0.0
178,CBS News,WATCH: A Little Caesars employee shoots and kills a suspect in clown mask who attacked him with a wooden post.… https://t.co/jQQblQEsxY,Mon May 28 19:41:13 +0000 2018,-0.8271,0.0,0.633,0.367
179,CBS News,"Without any hesitation, a Malian migrant climbed several floors to rescue a boy dangling from a fourth-floor balcon… https://t.co/ckOmWo4pD2",Mon May 28 19:24:47 +0000 2018,0.296,0.17,0.722,0.108
180,The New York Times,"""Everything they do is weird."" How Antarctic sea spiders get oxygen. https://t.co/WYIs2O5yp1",Mon May 28 23:59:00 +0000 2018,0.0,0.0,1.0,0.0
181,The New York Times,How Dostoyevsky Predicted the ‘True Crime’ Craze https://t.co/v00cczhVgH,Mon May 28 23:42:07 +0000 2018,-0.1531,0.0,0.814,0.186
182,The New York Times,‘Hair Live!’ is coming to NBC in 2019 https://t.co/fNUJ6cxilJ,Mon May 28 23:39:00 +0000 2018,0.0,0.0,1.0,0.0
183,The New York Times,RT @nytimesworld: An Afghan man who named his son Donald Trump says his life is in danger after the Taliban killed someone who helped creat…,Mon May 28 23:20:23 +0000 2018,-0.836,0.0,0.744,0.256
184,The New York Times,"Popcast: Yes, We Stuck With ‘American Idol’ https://t.co/VDv8g3RQps",Mon May 28 23:03:40 +0000 2018,0.1779,0.252,0.561,0.187
185,The New York Times,"What is Philip Roth’s best book? We asked novelists, critics and historians to make their case. https://t.co/hxDmyNUycn",Mon May 28 23:01:55 +0000 2018,0.4588,0.196,0.701,0.103
186,The New York Times,Truckers’ Strike Paralyzes Brazil as President Courts Investors https://t.co/p895sGGYJ1,Mon May 28 22:47:17 +0000 2018,-0.128,0.0,0.842,0.158
187,The New York Times,A 22-year-old migrant from Mali living in France scaled 4 stories of a building to save a child hanging from a balc… https://t.co/lraI4QCpU9,Mon May 28 22:44:24 +0000 2018,0.4939,0.158,0.842,0.0
188,The New York Times,Hurricane season’s around the corner. Here’s what to expect. https://t.co/QTzaRWmiXZ,Mon May 28 22:28:55 +0000 2018,0.0,0.0,1.0,0.0
189,The New York Times,Flip-Flops for the Greater Good https://t.co/jFDNgzUvJp,Mon May 28 22:11:12 +0000 2018,0.6597,0.574,0.426,0.0
190,The New York Times,RT @NYTNational: NASA sees the lava fields around Hawaii's Kilauea volcano as a scientific portal to Mars — and a tool for studying whether…,Mon May 28 22:02:06 +0000 2018,0.0,0.0,1.0,0.0
191,The New York Times,Catholic School Rejected Its Gay Valedictorian’s Speech. So He Gave It With a Bullhorn. https://t.co/AmteIkK12L,Mon May 28 21:52:40 +0000 2018,-0.5106,0.0,0.798,0.202
192,The New York Times,"After laying a wreath at the Tomb of the Unknowns, President Trump addressed a cheering crowd that included Gold St… https://t.co/knzSg7czP2",Mon May 28 21:47:04 +0000 2018,0.5106,0.155,0.845,0.0
193,The New York Times,The valedictorian at a Catholic school in Kentucky says school officials blocked him from speaking at graduation. S… https://t.co/xW6PAbFGsY,Mon May 28 21:29:06 +0000 2018,-0.2732,0.0,0.89,0.11
194,The New York Times,Did the Trump Administration Separate Immigrant Children From Parents and Lose Them? https://t.co/lR7803mxmd,Mon May 28 21:19:24 +0000 2018,-0.4019,0.0,0.816,0.184
195,The New York Times,"He’s been called ""gray,"" ""invisible"" and ""gentle to the point of seeming fragile."" But on Monday, Italy's quiet pre… https://t.co/RsfPBDibfu",Mon May 28 21:10:06 +0000 2018,0.4404,0.132,0.868,0.0
196,The New York Times,"President Trump’s promotion of elaborate, unproven theories is having a distinct effect https://t.co/xA2P9Xd3Pn",Mon May 28 20:53:04 +0000 2018,0.0,0.0,1.0,0.0
197,The New York Times,"RT @tackettdc: “We understand that patriotism is not about making everybody stand and salute the flag,” Mr. Kander said as the more than 22…",Mon May 28 20:38:05 +0000 2018,0.0,0.0,1.0,0.0
198,The New York Times,How to apply for the public service loan forgiveness fix-it fund https://t.co/Zpt8fMWYfE,Mon May 28 20:23:03 +0000 2018,0.2732,0.16,0.84,0.0
199,The New York Times,"RT @nytimesarts: Yes, there's an awards show for movie trailers. And we have some favorites. https://t.co/FMCUu9Bu51",Mon May 28 20:08:02 +0000 2018,0.8176,0.395,0.605,0.0
200,Fox News,Memorial Day: 5 things you didn't know about the holiday  https://t.co/ODEYefybls,Mon May 28 21:49:04 +0000 2018,0.4019,0.231,0.769,0.0
201,Fox News,Two teenagers comfort their father Army Sgt. 1st Class Mario DeLeon of San Antonio as they visit the grave of his f… https://t.co/lEciwfCHNS,Mon May 28 21:38:07 +0000 2018,-0.0258,0.096,0.805,0.1
202,Fox News,"RT @FoxNewsResearch: For the past 70 years, in the days leading up to Memorial Day, soldiers of the U.S. 3rd Infantry—“The Old Guard”— have…",Mon May 28 21:25:39 +0000 2018,0.0,0.0,1.0,0.0
203,Fox News,"Rare virus kills more than a dozen in India, health officials warn it could cause global epidemic https://t.co/5A39Rxwbvq",Mon May 28 21:15:00 +0000 2018,-0.5994,0.0,0.754,0.246
204,Fox News,"US halts new North Korea sanctions as talks for potential @realDonaldTrump, Kim summit continue: report https://t.co/QmgKveABpn",Mon May 28 21:00:07 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,"WWII veteran receives high school diploma, 74 years after dropping out #ProudAmerican  https://t.co/FVrAnPIauc",Mon May 28 20:50:43 +0000 2018,0.0,0.0,1.0,0.0
206,Fox News,"This Memorial Day, we honor the men and women who gave their lives fighting for our great country. https://t.co/dTUUUeBg0X",Mon May 28 20:45:24 +0000 2018,0.7003,0.283,0.62,0.097
207,Fox News,".@RepScottTaylor on health care for veterans: ""It is the duty and the responsibility of the government to care for… https://t.co/pl8xDp7HbR",Mon May 28 20:40:47 +0000 2018,0.7506,0.262,0.738,0.0
208,Fox News,Memorial Day 2018: Largest parades in the US https://t.co/2zZM5PR4z5,Mon May 28 20:30:35 +0000 2018,0.0,0.0,1.0,0.0
209,Fox News,"Angela Morabito on 2018 midterms: ""Republicans need to be careful because this time around, they don't have… https://t.co/1B0UFjn5kp",Mon May 28 20:25:02 +0000 2018,0.1531,0.086,0.914,0.0
210,Fox News,".@emilyjashinsky on 2018 midterms: ""Democrats are struggling to come up with a message because Republicans are pres… https://t.co/VPyPkpnR8p",Mon May 28 20:21:32 +0000 2018,-0.4215,0.0,0.851,0.149
211,Fox News,.@LaraLeaTrump sports MAGA swimsuit for Memorial Day weekend  https://t.co/aCYCJjyjxy,Mon May 28 20:18:20 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,".@JessicaTarlov on 2018 midterms: ""The generic ballot is shrinking but Democrat enthusiasm in these special electio… https://t.co/wadl31BQv8",Mon May 28 20:14:12 +0000 2018,0.8126,0.33,0.67,0.0
213,Fox News,"Angela Morabito: ""Democrats have done everything they could to stop this economic upturn."" @TeamCavuto https://t.co/8akz3qGdCK",Mon May 28 20:11:28 +0000 2018,-0.296,0.0,0.864,0.136
214,Fox News,Memorial Day gas prices. @TeamCavuto https://t.co/lyxxtaGupC https://t.co/9rKmOQ1OZj,Mon May 28 20:07:20 +0000 2018,0.0,0.0,1.0,0.0
215,Fox News,President @realDonaldTrump attends #MemorialDay ceremony at Arlington National Cemetery. https://t.co/FxgGgWYWwY https://t.co/nZ0MvCAgpQ,Mon May 28 19:58:17 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,"Fast-moving Hawaii lava prompts evacuations, covers well on geothermal plant property @ShepNewsTeam… https://t.co/MhW2zdtL4E",Mon May 28 19:46:09 +0000 2018,0.2732,0.149,0.851,0.0
217,Fox News,"Earlier, @IvankaTrump ​ took to Twitter to commemorate the fallen servicemen and women for #MemorialDay. https://t.co/ThAv4yne6R",Mon May 28 19:43:01 +0000 2018,-0.3612,0.0,0.848,0.152
218,Fox News,.@HeyTammyBruce: @realDonaldTrump drives the ‘narrative’ on Twitter -- no wonder the media and elites don’t like it  https://t.co/hiku1gcdXY,Mon May 28 19:38:00 +0000 2018,0.0772,0.121,0.773,0.106
219,Fox News,US Marshals nab sex offender suspected of abducting teenage girl https://t.co/Y1kzjbadHJ,Mon May 28 19:32:22 +0000 2018,-0.5267,0.0,0.672,0.328
220,CNN,Police officer punches woman in New Jersey beach arrest video https://t.co/t6usk1WVrc https://t.co/TSj0CCFT0X,Mon May 28 19:15:08 +0000 2018,-0.34,0.0,0.821,0.179
221,CNN,"President Trump just put the ""Me"" in his Memorial Day tweet https://t.co/B1Kzo02Qm5 | 
Analysis by Chris Cillizza https://t.co/52nwJipoAG",Mon May 28 19:08:05 +0000 2018,0.0,0.0,1.0,0.0
222,CNN,Lucky loser Marco Trungelliti beats Bernard Tomic at French Open https://t.co/nTr9EMMea0 https://t.co/iaZMInu4Bn,Mon May 28 19:01:04 +0000 2018,-0.1531,0.173,0.617,0.21
223,CNN,A teacher in Georgia responded the only way she knew how after receiving a letter from President Trump filled with… https://t.co/9PF8GY7t8G,Mon May 28 18:54:05 +0000 2018,0.0,0.0,1.0,0.0
224,CNN,"Jason Seaman, the teacher who tackled a gunman last week at an Indiana middle school, speaks out for the first time… https://t.co/PcPqirMVjg",Mon May 28 18:47:04 +0000 2018,0.0,0.0,1.0,0.0
225,CNN,"This 6th-grade teacher once wrote ""invite me to your Harvard graduation!"" on a student's report card. More than 20… https://t.co/ICNxDkIvhx",Mon May 28 18:40:00 +0000 2018,0.2244,0.095,0.905,0.0
226,CNN,Iraq War veteran Pat Ryan is running for Congress. He’s calling for an assault weapons ban: “The weapons that I car… https://t.co/PMJ8uOhwX3,Mon May 28 18:30:25 +0000 2018,-0.9524,0.0,0.483,0.517
227,CNN,Take one of the first rides on Crossrail — London's new subway line. The $20 billion underground rail service has b… https://t.co/MwpopWO74q,Mon May 28 18:20:00 +0000 2018,0.0,0.0,1.0,0.0
228,CNN,"Can you BBQ ribs without a backyard? We tested three grilling gadgets that promise a ""smoked flavor"" without an act… https://t.co/KpNGeif8t2",Mon May 28 18:10:00 +0000 2018,0.3182,0.113,0.887,0.0
229,CNN,“I’m never plugging that device in again.” An Amazon Echo user describes how the Alexa voice assistant recorded and… https://t.co/TV4tTQon0U,Mon May 28 17:57:01 +0000 2018,0.1779,0.082,0.918,0.0
230,CNN,"A pair of mysterious pop-up super PACs, one with Republican roots and another tied to Democrats, spent more than $3… https://t.co/A4tmlQ4YgI",Mon May 28 17:47:13 +0000 2018,0.5994,0.17,0.83,0.0
231,CNN,A teacher in Georgia responded the only way she knew how after receiving a letter from President Trump filled with… https://t.co/3X5hO4XFnM,Mon May 28 17:31:41 +0000 2018,0.0,0.0,1.0,0.0
232,CNN,Fans at this high school softball tournament weren't happy when it was announced that the National Anthem would not… https://t.co/S8VvmQopeI,Mon May 28 17:20:53 +0000 2018,-0.4585,0.0,0.864,0.136
233,CNN,"Aerial video shows the devastation after flood waters rushed through Ellicott City, Maryland, toppling buildings an… https://t.co/qNwhMBebGh",Mon May 28 17:05:17 +0000 2018,-0.4215,0.0,0.851,0.149
234,CNN,"More than 645,000 poppy flowers were part of a 133-foot long temporary monument wall erected at the National Mall t… https://t.co/PobBJ0xeQf",Mon May 28 16:55:05 +0000 2018,0.0,0.0,1.0,0.0
235,CNN,"Flash floods ripped through Ellicott City, Maryland, on Sunday, toppling buildings and upending cars, as the nearby… https://t.co/2ype8F3yrx",Mon May 28 16:45:48 +0000 2018,0.0,0.0,1.0,0.0
236,CNN,"Jason Seaman, the teacher who tackled a gunman last week at an Indiana middle school, speaks out for the first time… https://t.co/RO8CRNJIS7",Mon May 28 16:35:05 +0000 2018,0.0,0.0,1.0,0.0
237,CNN,Oil prices are falling fast. Here's why: https://t.co/fwTozYubWY https://t.co/mPqbaqdOHd,Mon May 28 16:25:05 +0000 2018,-0.1531,0.0,0.833,0.167
238,CNN,Misty Copeland is the first female African-American principal dancer in the American Ballet Theatre. She says partn… https://t.co/q3ptf7Z9EE,Mon May 28 16:14:00 +0000 2018,0.0,0.0,1.0,0.0
239,CNN,A man went to a salon and learned to do his wife's hair after she suffered a stroke and was unable to style it hers… https://t.co/bxsfim8jbi,Mon May 28 15:59:57 +0000 2018,-0.4939,0.0,0.873,0.127
240,BBC News (World),Kylie Minogue turns 50: From Neighbours to pop stardom https://t.co/OP3ssDaee3,Mon May 28 10:57:16 +0000 2018,0.0,0.0,1.0,0.0
241,BBC News (World),Anger as Syria heads global disarmament body https://t.co/j3UtWKtUhI,Mon May 28 10:10:50 +0000 2018,-0.5719,0.0,0.654,0.346
242,BBC News (World),Coca-Cola launches its first alcoholic drink in Japan https://t.co/UhUeHexR8u,Mon May 28 10:10:49 +0000 2018,0.0,0.0,1.0,0.0
243,BBC News (World),"Bulgarians find their tweets and Twitter accounts removed, having been mistaken for Russian bots https://t.co/AqUjqjqgoG",Mon May 28 09:08:06 +0000 2018,-0.3612,0.0,0.848,0.152
244,BBC News (World),"RT @BBCBreaking: After his dramatic rescue of a young boy from a Paris balcony, Malian migrant Mamoudou Gassama is made a French citizen ht…",Mon May 28 08:49:40 +0000 2018,0.5106,0.142,0.858,0.0
245,BBC News (World),Bulgarians tweeting in Cyrillic confused for Russian bots https://t.co/3MQkEb24IU,Mon May 28 08:46:59 +0000 2018,-0.3182,0.0,0.777,0.223
246,BBC News (World),Alberto: Tropical storm sees thousands from Florida coast https://t.co/8d5EFsHU1V,Mon May 28 08:01:09 +0000 2018,0.0,0.0,1.0,0.0
247,BBC News (World),"Malian migrant ""spiderman"" wows France with Paris child rescue https://t.co/1ebEPS4raH",Mon May 28 07:59:06 +0000 2018,0.743,0.441,0.559,0.0
248,BBC News (World),LeBron makes eighth NBA finals in a row https://t.co/jnXzovo2Te,Mon May 28 07:47:26 +0000 2018,0.0,0.0,1.0,0.0
249,BBC News (World),Figures reveal art auction gender imbalance https://t.co/D9gwM9EEuP,Mon May 28 07:47:26 +0000 2018,0.0,0.0,1.0,0.0
250,BBC News (World),The gay mayor shaking up politics in Catholic Poland https://t.co/tahI6JCwD2,Mon May 28 07:10:38 +0000 2018,-0.1779,0.0,0.841,0.159
251,BBC News (World),"RT @davidshukmanbbc: If dolphins are in captivity, how happy are they? @Vic_Gill on new research #Dolphins  https://t.co/0qPep1kSfC",Mon May 28 06:59:19 +0000 2018,0.5719,0.188,0.812,0.0
252,BBC News (World),Savita parents hail Ireland abortion vote https://t.co/lLOS8NUJ5E,Mon May 28 05:57:37 +0000 2018,0.0772,0.178,0.822,0.0
253,BBC News (World),Mo Salah 'confident' of making World Cup https://t.co/VcT0qkZWML,Mon May 28 05:44:00 +0000 2018,0.0,0.0,1.0,0.0
254,BBC News (World),BTS become first K-pop band to top US album charts https://t.co/5v2JRAv1Ih,Mon May 28 05:25:41 +0000 2018,0.2023,0.153,0.847,0.0
255,BBC News (World),"Trump-Kim summit: President Moon could attend, says South Korea https://t.co/iWmRxXHKZn",Mon May 28 05:02:36 +0000 2018,0.0,0.0,1.0,0.0
256,BBC News (World),Spain's Podemos leader survives confidence vote over house purchase https://t.co/WsBwujlj3E,Mon May 28 04:39:29 +0000 2018,0.5106,0.268,0.732,0.0
257,BBC News (World),Italy crisis: Call to impeach president after candidate vetoed https://t.co/oAjVpstebo,Mon May 28 03:37:00 +0000 2018,-0.6249,0.0,0.687,0.313
258,BBC News (World),Brazil fuel protests: Temer cuts diesel price in bid to end strike https://t.co/grm9vOOABD,Mon May 28 03:25:07 +0000 2018,-0.5574,0.0,0.641,0.359
259,BBC News (World),Maryland flooding: Water rages through Ellicott City streets https://t.co/uCDsMXIP4u,Mon May 28 02:17:15 +0000 2018,-0.4767,0.0,0.721,0.279
260,CBS News,High School valedictorian barred from giving speech uses megaphone outside of school instead https://t.co/vdDcyr3ZQt https://t.co/MO0keWllT6,Mon May 28 19:00:43 +0000 2018,0.34,0.146,0.854,0.0
261,CBS News,"""FEMA's main role will be if the governor declares it a federal emergency -- which we expect he will -- the congres… https://t.co/P5fngdbqAL",Mon May 28 18:55:14 +0000 2018,-0.3818,0.0,0.89,0.11
262,CBS News,"""It was a pretty chaotic scene when we arrived on scene. We had multiple people trapped in vehicles and in building… https://t.co/OmJQmNp06T",Mon May 28 18:51:27 +0000 2018,-0.5267,0.115,0.647,0.237
263,CBS News,"""I know we're still looking for a missing but it almost miraculous that when you had a flood of this magnitude that… https://t.co/K87k98dkOi",Mon May 28 18:44:08 +0000 2018,-0.1531,0.0,0.926,0.074
264,CBS News,"""As everyone else is trying to get out of harm's way, they rushed into harm's way, and were very effective in minim… https://t.co/tBsW0wTtXi",Mon May 28 18:41:15 +0000 2018,0.5256,0.134,0.866,0.0
265,CBS News,52 people sickened by fake cannabidiol -- also know as CBD oil -- in Utah https://t.co/TYJ1q2YZOT https://t.co/vGZIsL5TQv,Mon May 28 18:40:31 +0000 2018,-0.765,0.0,0.694,0.306
266,CBS News,"""Since [the last major flood in] 2016, in 22 months, we have done a lot of effort to get moving. It's just, you can… https://t.co/Yc7UzC4hAn",Mon May 28 18:39:05 +0000 2018,0.0,0.0,1.0,0.0
267,CBS News,"WATCH: Officials give updates on Maryland flooding, say they have conducted around 300 rescues and are still trying… https://t.co/AATOEsYPgA",Mon May 28 18:34:10 +0000 2018,0.3182,0.113,0.887,0.0
268,CBS News,Mariah Carey reportedly sells engagement ring from billionaire ex-fiancé James Packer https://t.co/reKRd1OuV9 https://t.co/Hou8lQ4miG,Mon May 28 18:20:40 +0000 2018,0.4588,0.2,0.8,0.0
269,CBS News,"Besides lava and ash, Hawaii volcano is pumping out hazardous ""vog"" https://t.co/11ncl2dJL5 https://t.co/t2zUo7ileT",Mon May 28 18:00:57 +0000 2018,0.0,0.0,1.0,0.0
270,CBS News,"Star-studded concerts, motorcycle caravans and flags at national cemeteries: This is how groups across the country… https://t.co/gD8xBHQiZJ",Mon May 28 17:41:53 +0000 2018,0.0,0.0,1.0,0.0
271,CBS News,A Texas police officer who initially told police he shot at a home burglar is now accused of fatally shooting his b… https://t.co/L9hwA0keNj,Mon May 28 17:20:44 +0000 2018,-0.7506,0.0,0.748,0.252
272,CBS News,"Last year, a little boy dressed as a Marine boldly walked up to President Trump at Arlington National Cemetery and… https://t.co/TJxZQ7bUMW",Mon May 28 17:01:31 +0000 2018,0.3612,0.122,0.878,0.0
273,CBS News,Arlington women's memorial highlights the struggles and sacrifices of female veterans https://t.co/VBWUAtcARp https://t.co/2Qol7B7fdg,Mon May 28 16:40:45 +0000 2018,-0.3612,0.0,0.828,0.172
274,CBS News,"WATCH: Lava shoots into the sky as fissures from Kilauea Volcano continue to erupt, sending the molten rock flying.… https://t.co/NLxvysvOE5",Mon May 28 16:21:21 +0000 2018,0.0,0.0,1.0,0.0
275,CBS News,"“On this soil, on these grounds, beneath those fields lies the true source of American greatness. Of American glory… https://t.co/wUZ7drb3tl",Mon May 28 16:13:41 +0000 2018,0.0,0.119,0.763,0.119
276,CBS News,"“He led me to his dad's grave and we paid our respects together. It was a moment I will always remember,” Trump say… https://t.co/q6sj64tjLY",Mon May 28 16:10:08 +0000 2018,-0.0772,0.092,0.803,0.104
277,CBS News,"“Also joining us today is a very special friend, 7-year-old Christian Jacobs… Last year, after the wreath laying ce… https://t.co/XHPB0LfXLk",Mon May 28 16:08:21 +0000 2018,0.7559,0.276,0.724,0.0
278,CBS News,"Pres. Trump honors fallen soldier Captain Mark Stubenhofer, who died while serving in Iraq https://t.co/z2FP53md3A https://t.co/IKtbmDE1Sn",Mon May 28 16:07:21 +0000 2018,-0.4215,0.147,0.58,0.272
279,CBS News,"""He's looking down on you and he's so proud and happy,"" Pres. Trump says to the family of Marine Lieutenant Colonel… https://t.co/ys74uPqvfK",Mon May 28 16:01:22 +0000 2018,0.6113,0.16,0.84,0.0
280,The New York Times,RT @nytimesworld: Ireland's abortion vote has given new momentum to those who want to lift Northern Ireland's near ban on the procedure. Bu…,Mon May 28 19:58:03 +0000 2018,-0.5106,0.05,0.811,0.139
281,The New York Times,"China awarded Ivanka Trump 7 new trademarks across a broad collection of businesses. Around the same time, Presiden… https://t.co/2OsdHXjgoM",Mon May 28 19:43:03 +0000 2018,0.4019,0.144,0.856,0.0
282,The New York Times,"Bashar al-Assad's government has been accused of using chemical weapons against its own people. On Monday, it took… https://t.co/xYZvdsiYGH",Mon May 28 19:27:07 +0000 2018,-0.6249,0.0,0.769,0.231
283,The New York Times,"The FBI's official guidance for protecting your internet router: Turn it off, then turn it back on again https://t.co/4bc8iEcl2t",Mon May 28 19:10:02 +0000 2018,0.0,0.0,1.0,0.0
284,The New York Times,"RT @KirkSemple: A gay-rights lawyer becomes Brooklyn's composting guru, changes people’s lives, makes the world a better place then commits…",Mon May 28 18:54:04 +0000 2018,0.4404,0.146,0.854,0.0
